measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Georgia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,7624.515330777999,9234.42128034813,6108.461348939368
Incidence,Kansas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6408.340326636233,7585.868607794978,5350.91581399822
Incidence,Kansas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6683.534471725977,8128.663828837278,5320.110853223804
Incidence,Wisconsin,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6549.385097694335,7709.879855284441,5455.409872690841
Incidence,Wisconsin,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6792.770586286609,8292.308687411525,5405.841614826481
Incidence,Minnesota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6565.679121617153,7762.304031827683,5444.871966069003
Incidence,Minnesota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6856.556333673563,8391.646859603883,5394.566842213493
Incidence,California,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,6759.185510979199,8064.093977763186,5550.9056299049325
Incidence,California,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,7127.113741259358,8706.722904973076,5670.5998121961875
Incidence,West Virginia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6516.813315060143,7731.325960822289,5425.37238494699
Incidence,West Virginia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6665.153777469268,8175.092654596055,5286.8489952406
Incidence,North Dakota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6526.397598254871,7685.808390003977,5442.317337488917
Incidence,North Dakota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6685.684227289178,8111.186867787533,5408.36424178006
Incidence,Minnesota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,6635.4493345175915,7903.732787527518,5515.589954012389
Incidence,Minnesota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,6949.471307721406,8531.113996436809,5494.180764634105
Incidence,Oklahoma,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6491.496944328466,7674.661310321584,5393.704513537137
Incidence,Oklahoma,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6739.996573006573,8246.014445924038,5370.05411850244
Incidence,Delaware,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6517.597283444158,7726.94674889262,5404.222993350207
Incidence,Delaware,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6875.3355014329945,8496.525738453201,5473.362674820122
Incidence,Vermont,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6546.316964871772,7777.3113264955355,5470.410366597268
Incidence,Vermont,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6910.539752144016,8387.231066272683,5426.272917989657
Incidence,Delaware,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6595.0973204194215,7848.404829519351,5466.987701941653
Incidence,Delaware,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6992.779497706894,8637.503097257832,5556.739928925045
Incidence,Louisiana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,7978.8088761861,9286.888678531726,6780.4392157759285
Incidence,Louisiana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,7060.272005935391,8599.141110792565,5657.320264351292
Incidence,Wyoming,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6549.380624083095,7772.203220850529,5460.920739068295
Incidence,Wyoming,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6748.678159408493,8122.494950679052,5381.148558346023
Incidence,Nebraska,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6435.625503192204,7638.865686869583,5349.916371256183
Incidence,Nebraska,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6661.818609820204,8124.790054962802,5270.098967916282
Incidence,Washington,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,7065.221349055101,8291.369178502116,5920.20932104026
Incidence,Washington,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6825.803035756095,8405.158015098077,5350.031149276728
Incidence,Virginia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6798.180683652555,8101.105631539418,5659.859262935888
Incidence,Virginia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,7144.487306758336,8701.338628542931,5659.379562136908
Incidence,Alaska,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6918.62972951394,8188.4321713806985,5811.557126210655
Incidence,Alaska,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,7280.383787235615,8792.71017451835,5787.726749858488
Incidence,Mississippi,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,6488.50901562701,7704.893704213873,5401.404058537456
Incidence,Mississippi,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,6861.316882500436,8480.879281435022,5385.177769914161
Incidence,Ohio,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6609.524234397338,7858.100784935793,5518.003428670249
Incidence,Ohio,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6914.113442891565,8503.282384083623,5511.386485029918
Incidence,Florida,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6384.573005692791,7529.090789783574,5326.06742188092
Incidence,Florida,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6715.768108119076,8153.880057980123,5297.95172172872
Incidence,Florida,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6385.876807509009,7535.578215673341,5329.592564169405
Incidence,Florida,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6710.389575959585,8131.07727140685,5304.431902579933
Incidence,Virginia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6874.516176870882,8192.611827075047,5732.927598526818
Incidence,Virginia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7251.987734312788,8828.243871436594,5721.762858224444
Incidence,Rhode Island,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6629.477389240646,7803.066773704366,5549.796576354053
Incidence,Rhode Island,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6920.982568918251,8412.733436634933,5510.002959325318
Incidence,West Virginia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6537.025811826072,7749.55182161947,5450.578359324665
Incidence,West Virginia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6688.973541108656,8179.953663698379,5291.9527040746125
Incidence,Mississippi,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6473.311986585113,7685.0986340695745,5405.981612823458
Incidence,Mississippi,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6762.07837891922,8209.421390299613,5412.714808569713
Incidence,California,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6776.148151129613,8086.887067750257,5616.170360759239
Incidence,California,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,7190.674136517444,8733.56637909968,5747.710472868228
Incidence,Arkansas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6437.561825364401,7578.731935929707,5377.960059206431
Incidence,Arkansas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6675.411182407628,8111.157914159414,5333.576485780157
Incidence,Georgia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6702.477731218166,7954.431016782722,5592.0763835220805
Incidence,Georgia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,7640.9814441095305,9300.150280318743,6111.64105455742
Incidence,Colorado,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,6864.670940294592,8115.994510561927,5694.014945194333
Incidence,Colorado,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,7167.3848085265345,8815.212952911648,5688.755186740207
Incidence,Indiana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6628.084303978861,7830.351095468953,5555.630305029471
Incidence,Indiana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,7051.966030479318,8584.014789284549,5694.751493668614
Incidence,Nevada,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6781.649884361045,8070.590508161474,5620.213557751853
Incidence,Nevada,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,7130.578122976598,8859.920687981094,5645.344126386083
Incidence,Louisiana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,8577.936659574789,9930.788192593667,7302.153104800034
Incidence,Louisiana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,7014.364064744405,8559.480992430823,5620.413378406398
Incidence,Colorado,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6790.412359415801,8023.766006135806,5651.388165381674
Incidence,Colorado,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,7044.616278981901,8659.63596872886,5586.611352346153
Incidence,Maine,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6455.599516116693,7624.934471757972,5364.8064569868475
Incidence,Maine,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6706.471982519936,8141.540378661772,5325.069738930162
Incidence,New Hampshire,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6617.296299560191,7860.885166488596,5490.95085863329
Incidence,New Hampshire,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6925.579368699998,8437.649483207344,5484.469188949825
Incidence,Wisconsin,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6566.634548387409,7747.255264251913,5464.821515179647
Incidence,Wisconsin,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6816.427881770248,8364.190409876477,5410.929008745523
Incidence,District of Columbia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,7674.00350159796,9129.255931404796,6384.641958719034
Incidence,District of Columbia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,8212.414201069534,10284.396552830647,6580.638151412775
Incidence,Hawaii,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6626.149419818785,7804.497357292945,5520.080288995714
Incidence,Hawaii,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6775.584881690052,8263.621445530342,5403.1947600507965
Incidence,Arizona,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6431.270707740905,7616.453824053407,5365.166674225475
Incidence,Arizona,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6719.070116782002,8181.0382730745005,5324.403088574407
Incidence,Oregon,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6621.98575307115,7800.219083723854,5518.573386343858
Incidence,Oregon,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6874.970069384854,8375.957704132032,5472.721207737953
Incidence,Illinois,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,6704.064332712052,7972.990871067245,5546.469358921802
Incidence,Illinois,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,6997.711317809506,8599.782352214597,5535.2705700994375
Incidence,Alabama,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6571.70811753962,7770.550001748543,5476.92218587589
Incidence,Alabama,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6880.191165148241,8406.087118969492,5495.981686472608
Incidence,Idaho,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6291.912565466419,7478.336657434061,5241.603323508151
Incidence,Idaho,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6612.72551395997,7967.674404886104,5240.304224290049
Incidence,Pennsylvania,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6527.258896793935,7738.540606386256,5409.533010652786
Incidence,Pennsylvania,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,7520.3641175189005,9105.3873335652,6060.9860631172305
Incidence,Tennessee,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6587.745473895397,7766.888990455675,5493.905217857751
Incidence,Tennessee,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6905.60527809055,8521.240602379712,5512.980304005914
Incidence,Oregon,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6639.055012471475,7809.300828627315,5543.207214081522
Incidence,Oregon,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6905.727814308606,8404.960854241035,5500.191706952591
Incidence,Washington,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,7058.594838049612,8297.498826056357,5899.44050306659
Incidence,Washington,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6819.665052522971,8343.42610614821,5351.299135224144
Incidence,South Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6548.792538788624,7667.505786860321,5485.520720692393
Incidence,South Carolina,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6803.56980214216,8348.231610687066,5447.877227721607
Incidence,Texas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6624.004674260431,7851.132685362017,5517.820983356687
Incidence,Texas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,7084.081344442705,8659.273160838064,5681.799546615669
Incidence,Indiana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,6655.298913039978,7929.653226245577,5551.762921842433
Incidence,Indiana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,7034.05297684406,8618.849691515277,5616.108848471841
Incidence,South Dakota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6287.561073372387,7414.1273200187925,5259.86855634792
Incidence,South Dakota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6492.949289660463,7925.182092420655,5188.918237302861
Incidence,Nevada,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6775.0792845405695,8040.8249715336915,5615.070886177966
Incidence,Nevada,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,7123.10344448031,8760.560899142738,5625.647037468739
Incidence,Pennsylvania,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6539.040504643963,7768.795842795996,5412.852868550544
Incidence,Pennsylvania,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,7508.549999179613,9125.862734631773,6046.875523560596
Incidence,Rhode Island,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6637.846306850458,7827.916775632969,5568.976577015134
Incidence,Rhode Island,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6933.547809091619,8502.04374261645,5528.717694939637
Incidence,Missouri,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6605.963543877354,7867.514069820245,5496.546542082431
Incidence,Missouri,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,7524.57342059671,9091.595072518416,6084.699699255904
Incidence,Utah,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6353.677842678269,7579.945207893109,5307.417685703863
Incidence,Utah,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6755.243887026674,8290.303180199651,5376.550289708149
Incidence,North Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6623.828572976758,7901.924438292507,5462.314938226147
Incidence,North Carolina,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6940.3523130012345,8483.858991340472,5429.416770933692
Incidence,New Hampshire,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6639.819342511849,7900.306418184501,5532.53892494326
Incidence,New Hampshire,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2012,6972.5241784674745,8493.181395505897,5508.645560107259
Incidence,Nevada,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6774.901691982942,8030.593933270151,5598.865169336484
Incidence,Nevada,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,7123.008385062555,8801.052410524257,5600.21422189985
Incidence,Rhode Island,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6650.2350841057405,7861.053839992213,5595.547250475212
Incidence,Rhode Island,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6952.542046517021,8547.701024717264,5550.549267214963
Incidence,Montana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6481.178774952542,7684.120128545536,5402.221215458642
Incidence,Montana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2009,6819.124264055773,8300.157712939705,5416.409235400764
Incidence,New Hampshire,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6668.147937136729,7964.977177585625,5556.90827716739
Incidence,New Hampshire,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,7027.378913625823,8630.358863968271,5529.645349788353
Incidence,New Jersey,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6695.014803684401,7937.17544781683,5514.749139666964
Incidence,New Jersey,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6657.59678324955,8236.951958301905,5154.917010880863
Incidence,New Mexico,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6402.472744130816,7570.943401486657,5314.614148021054
Incidence,New Mexico,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6697.558464815377,8143.055500178913,5349.556566288701
Incidence,Maryland,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,7783.604588742863,9108.934068288137,6548.930666935023
Incidence,Maryland,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,7201.905478102971,8739.743723786001,5671.9407586474645
Incidence,Iowa,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6341.450192597803,7458.296084928645,5284.661192324957
Incidence,Iowa,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6538.037262890911,8012.341779630319,5197.440234236962
Incidence,Tennessee,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,6669.815953812852,7947.1258709334425,5521.5209365988285
Incidence,Tennessee,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,6970.97984455491,8642.15143089115,5562.339338763747
Incidence,Nebraska,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6428.877147898878,7604.9710155454,5336.376324191812
Incidence,Nebraska,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6611.500601537941,8096.581255845078,5194.230162305069
Incidence,Texas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,6633.645150060686,7909.205673813069,5540.336401149818
Incidence,Texas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,7216.27773129528,8845.607566843715,5783.610456868942
Incidence,New York,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6840.514980515299,8088.641423231082,5739.772958033142
Incidence,New York,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,7556.614382289407,9268.747848311046,6052.905308383251
Incidence,Alaska,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6915.198370031457,8169.093708783997,5802.708776890561
Incidence,Alaska,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,7264.305778252799,8804.596353105593,5783.288864584338
Incidence,Louisiana,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,7462.340650288932,8739.294924323727,6289.020242817444
Incidence,Louisiana,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,7115.158993255142,8676.651958469494,5685.185879149369
Incidence,Kansas,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6403.42628595776,7550.705267361637,5351.599374673061
Incidence,Kansas,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6650.320181227932,8029.305645790565,5281.652201409154
Incidence,New York,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6852.27390561332,8097.3674380070315,5718.9217595035825
Incidence,New York,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,7521.871092556536,9148.98713298437,6064.73119568636
Incidence,Utah,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,6327.718189675103,7565.472533986596,5274.54431077489
Incidence,Utah,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2010,6767.335340963633,8335.829676497673,5456.045460913161
Incidence,Maryland,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,8229.161331992113,9659.743063766378,6942.592876968783
Incidence,Maryland,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,7168.290352561624,8663.284650367748,5640.471641037845
Incidence,Arizona,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6430.044816325984,7612.796470275542,5353.937081998174
Incidence,Arizona,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6715.207985219823,8179.546523568706,5301.0295098038805
Incidence,Massachusetts,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6691.250455931215,7903.472161841945,5561.6586545520995
Incidence,Massachusetts,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,7038.014008631996,8525.691986766373,5603.907454663106
Incidence,South Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6552.560597781695,7705.633406590276,5467.478823163065
Incidence,South Carolina,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6766.237092800368,8273.42927531847,5373.981555282004
Incidence,Maine,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6513.674004230554,7742.48787625196,5403.0871093842425
Incidence,Maine,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6795.755525588975,8263.235300052478,5426.147687694693
Incidence,Massachusetts,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,6703.156255663132,7939.2930243654555,5569.320396293828
Incidence,Massachusetts,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2013,7053.755557030268,8554.038387300623,5604.862534938225
Incidence,South Dakota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6269.701808372094,7403.38964555152,5247.764236817039
Incidence,South Dakota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6454.5754019260185,7839.171707574282,5157.392175680138
Incidence,Michigan,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6435.461164156447,7646.739414384011,5341.213867859921
Incidence,Michigan,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6674.290994794793,8130.388984379845,5312.750294253581
Incidence,Kentucky,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6597.798569524914,7832.003688963615,5503.965861338685
Incidence,Kentucky,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6797.373277773447,8245.496320400649,5408.465186400884
Incidence,Vermont,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6464.206087044026,7648.918627944753,5408.031490861663
Incidence,Vermont,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6767.1972141112465,8195.075980568132,5355.948439699939
Incidence,Connecticut,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6600.267129563821,7835.424573182477,5500.106815734665
Incidence,Connecticut,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6894.908444411277,8456.322114129542,5390.418185934165
Incidence,Virginia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6770.421053090424,8042.2288797632,5623.4072433284755
Incidence,Virginia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,7073.523658030394,8697.580772292022,5632.367818925233
Incidence,Hawaii,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6596.350586601255,7799.663628573064,5471.4579101987165
Incidence,Hawaii,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6723.756783639826,8278.057714658253,5331.728675803837
Incidence,New Jersey,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6692.45510017464,7927.581534722065,5518.560305526662
Incidence,New Jersey,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6658.784059490264,8230.588606529556,5136.830211233082
Incidence,Delaware,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6500.893683369112,7709.4927856150725,5433.523590467339
Incidence,Delaware,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6782.743684278128,8285.25888007232,5440.743519165685
Incidence,Idaho,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6279.395820029191,7442.572152795105,5218.672911274888
Incidence,Idaho,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6578.191733481459,7937.679851893001,5161.460676388706
Incidence,District of Columbia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,7581.006680058596,9012.594376655741,6286.610091542434
Incidence,District of Columbia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,8085.550670232459,10112.656620650427,6498.236124779919
Incidence,Alaska,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6899.0285250860525,8152.304232049912,5734.283039660134
Incidence,Alaska,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,7232.031032938037,8780.687336945215,5754.917350849684
Incidence,Rhode Island,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6628.260927746025,7779.2791222397,5535.512206100652
Incidence,Rhode Island,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6912.971584521403,8442.222723013945,5528.3834226201025
Incidence,New Mexico,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6402.371908236367,7537.238301749487,5318.050628980277
Incidence,New Mexico,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6689.61824588524,8144.4686286321175,5322.664528360917
Incidence,Florida,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6387.838565736091,7573.930395371129,5302.758827777576
Incidence,Florida,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6728.188936523877,8199.396792030895,5309.864245920219
Incidence,South Carolina,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6543.115118042456,7712.912297102668,5462.001355514977
Incidence,South Carolina,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6730.285395095461,8210.170216890458,5348.360208745347
Incidence,Wyoming,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6547.240643354698,7780.593258257494,5447.6920872356795
Incidence,Wyoming,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6693.226344611432,8055.551197212567,5280.277666028204
Incidence,Arizona,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6422.041945874104,7591.000735177814,5333.165688250561
Incidence,Arizona,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6706.083073747515,8194.724826827503,5291.0810493547715
Incidence,South Dakota,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6246.297316560742,7397.734666574824,5217.148128921717
Incidence,South Dakota,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2015,6418.45349490775,7804.062029943472,5144.05641127117
Incidence,Nevada,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6787.127851018765,8084.786383422492,5601.016327779439
Incidence,Nevada,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,7135.703818669945,8876.491339126997,5655.594955484608
Incidence,Georgia,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,6728.636676888826,7998.686707505283,5611.092402680743
Incidence,Georgia,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2011,7661.946319954565,9307.80680392676,6141.4680914480805
Incidence,Ohio,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6478.304284527184,7661.080460262323,5431.146409458318
Incidence,Ohio,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6704.487097260474,8173.797323194265,5329.471241255421
Incidence,Oklahoma,Male,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6482.5831647863815,7675.795100005564,5433.7401222557
Incidence,Oklahoma,Female,All Ages,Sexually transmitted infections excluding HIV,Rate,2014,6668.412949637308,8126.9661315997555,5302.109631567879
